Year ,Month,Day,Hour,Minute,Second,Cruise,Station,Bot.depth [m],Cast,Niskin_Bottle#,Longitude,Latitude,Pressure [db],Depth [m],Temp [°C],Salinity,pH_CTD,Flouresence,PAR%,Density [g/L],pTemp [°C],Sigma_Density [g/L],DO [mg/L],DO [umol/kg],DO_solubility [mg/L],DO_solubility [umol/kg],DO%,Bottle ID,Flag_TA,TA [umol/kg],Flag_DIC,DIC [umol/kg],Flag_pH_Spec,pH_Spec [25 degC],pH_from_DIC-TA [25 degC],pH_from_DIC-TA_in situ ,fCO2 [uatm],pCO2 [uatm],HCO3 [umol/kg SW],CO3 [umol/kg SW],CO2 [umol/kg SW],B-Alk [umol/kg SW],OH [umol/kg SW],P-Alk [umol/kg SW],Si-Alk [umol/kg SW],Revelle_factor,ΩCa,ΩAr,pH_from_SpecpH-TA_in situ 
2024,9,,,,,NYOS2409,8.7,1500,C10,6,-72.4213,39.11561833,30.748,30.512,16.843,33.7968,8.218,0.7529,1.05E+00,1024.7635,16.838,24.6289,9.135,278.61,7.90456,241.08342,115.566,C049,,2263.897019,,2023.064045,,,7.95926032,8.080566415,359.7057267,360.9792716,1837.753417,172.4710974,12.83953018,77.86710678,3.342793737,0,0,10.86032405,4.128304655,2.657658448,
2024,9,,,,,NYOS2409,8.7,1500,C10,5,-72.4213,39.11561833,40.789,40.476,13.2036,34.1265,8.133,0.37,2.54E-01,1025.8578,13.198,25.6765,8.1858,249.406,8.48147,258.41455,96.514,C048,,2281.05927,,2085.417859,,,7.861087186,8.03598291,406.6145554,408.1223782,1926.270207,142.9711084,16.17654403,66.72761816,2.128638961,0,0,12.21119779,3.401010584,2.173911855,
2024,9,,,,,NYOS2409,8.7,1500,C10,4,-72.4213,39.11561833,50.596,50.206,15.176,35.1232,8.11,0.0803,1.02E-01,1026.2524,15.1683,26.0298,6.5474,199.418,8.10064,246.72625,80.825,C047,,2321.854623,,2119.94886,,,7.857310688,8.001547978,451.2816609,452.9135201,1954.969583,148.1758985,16.80337889,68.11729334,2.426142442,0,0,12.05490633,3.499187188,2.249825171,
2024,9,,,,,NYOS2409,8.7,1500,C10,3,-72.4213,39.11561833,60.443,59.976,14.729,35.2118,8.082,0.0405,5.15E-02,1026.4629,14.72,26.1966,6.0957,185.63,8.16846,248.75159,74.624,C046,,2328.045435,,2136.921382,,,7.83279177,7.982899346,474.4888603,476.2144221,1977.512733,141.5091188,17.89953083,65.29554791,2.229556557,0,0,12.40884552,3.333405983,2.141692147,
2024,9,,,,,NYOS2409,8.7,1500,C10,2,-72.4213,39.11561833,79.88,79.259,14.5213,35.4583,8.057,0.0241,1.42E-02,1026.7846,14.5095,26.4325,5.6019,170.553,8.18995,249.34853,68.399,C045,,2338.336785,,2151.904633,,,7.818664013,7.970891459,490.0902135,491.8772342,1994.636653,138.6882323,18.5797475,64.19834055,2.136265949,0,0,12.58162495,3.250407456,2.088642107,
2024,9,,,,,NYOS2409,8.7,1500,C10,1,-72.4213,39.11561833,101.234,100.442,13.6779,35.5761,8.015,-0.0343,2.82E-03,1027.1508,13.6634,26.7032,5.0088,152.455,8.32423,253.37013,60.171,C044,,2338.556814,,2171.155362,,,7.775350462,7.938327336,531.5160562,533.4751103,2023.63284,126.8566507,20.6658715,59.39228239,1.830180548,0,0,13.23641794,2.958707025,1.898642824,
2024,9,,,,,NYOS2409,8.7,1500,C12,8,-72.42091667,39.11415833,110.751,109.882,13.2822,35.5189,7.982,-0.0389,1.69E-11,1027.2313,13.2667,26.7408,3.5123,106.902,8.39456,255.50123,41.84,C061,,#REF!,,2176.594364,,,7.763942224,7.932191888,539.2912053,541.2890112,2031.781606,123.5782705,21.23448712,58.03424983,1.734938603,0,0,13.44065502,2.87808808,1.845494165,
2024,9,,,,,NYOS2409,8.7,1500,C12,8,-72.42091667,39.11415833,110.751,109.882,13.2822,35.5189,7.982,-0.0389,1.69E-11,1027.2313,13.2667,26.7408,3.5123,106.902,8.39456,255.50123,41.84,C060,,2337.846864,,2175.121545,,,7.765457972,7.933761324,536.8907898,538.8797034,2030.060947,123.9206268,21.13997123,58.21535801,1.741219598,0,0,13.41570085,2.886061421,1.850606849,
2024,9,,,,,NYOS2409,8.7,1500,C12,7,-72.42091667,39.11415833,125.88,124.888,12.6451,35.5264,7.961,-0.0494,1.76E-11,1027.4343,12.6281,26.8753,3.7244,113.342,8.50476,258.82152,43.792,C059,,2335.414467,,2182.788274,,,7.742254457,7.918820571,555.7839728,557.8597743,2042.806694,117.6570062,22.32457324,55.72507239,1.581018317,0,0,13.79822509,2.732071925,1.749990273,
2024,9,,,,,NYOS2409,8.7,1500,C12,6,-72.42091667,39.11415833,151.03,149.83,12.1706,35.5374,7.935,-0.0601,1.77E-11,1027.6495,12.1506,26.9776,4.2324,128.79,8.5883,261.33787,49.281,C058,,2334.355784,,2190.979568,,,7.720293317,7.902222999,577.5280201,579.6982364,2055.37395,112.0579269,23.54769091,53.4244711,1.454319124,0,0,14.16375497,2.589860218,1.657899007,
2024,9,,,,,NYOS2409,8.7,1500,C12,5,-72.42091667,39.11415833,175.821,174.414,11.4275,35.4403,7.918,-0.0598,1.69E-11,1027.8286,11.4052,27.0438,4.3013,130.879,8.72852,265.58757,49.279,C057,,2330.630419,,2194.147138,,,7.705010002,7.896600291,582.4507097,584.6604963,2062.095306,107.7184417,24.33339028,51.77823702,1.332968318,0,0,14.45999978,2.47937047,1.585225109,
2024,9,,,,,NYOS2409,8.7,1500,C12,4,-72.42091667,39.11415833,202.039,200.409,10.5245,35.3279,7.899,-0.0636,1.69E-11,1028.0263,10.5002,27.1208,4.3311,131.775,8.90424,270.91389,48.641,C056,,2325.896309,,2195.902415,,,7.690651252,7.894280011,581.7199653,583.9529186,2067.302705,103.5577761,25.04193407,50.28055766,1.210536943,0,0,14.7544445,2.373130327,1.515086523,
2024,9,,,,,NYOS2409,8.7,1500,C12,3,-72.42091667,39.11415833,231.332,229.449,9.7338,35.2299,7.879,-0.0521,1.27E-11,1028.222,9.7073,27.1815,4.4102,134.174,9.06337,275.73936,48.66,C055,,2319.983665,,2196.507683,,,7.675847989,7.889606789,584.008864,586.2737413,2071.253366,99.4358656,25.81845165,48.76595452,1.105795433,0,0,15.05012812,2.267122527,1.445757866,
2024,9,,,,,NYOS2409,8.7,1500,C12,2,-72.42091667,39.11415833,276.626,274.345,8.6715,35.1333,7.867,-0.0527,1.01E-11,1028.5301,8.6419,27.2797,4.8135,146.43,9.28324,282.4014,51.852,C054,,2315.838822,,2199.59455,,,7.658712132,7.88596065,583.4408867,585.7351188,2077.972404,94.88028391,26.74186249,47.13384876,0.985291943,0,0,15.40354986,2.145418555,1.366344705,
2024,9,,,,,NYOS2409,8.7,1500,C12,1,-72.42091667,39.11415833,303.5,300.977,8.3895,35.1197,7.866,-0.0532,8.44E-12,1028.6869,8.3576,27.3134,4.973,151.277,9.3425,284.19481,53.23,C053,,2314.270772,,2196.447156,,,7.663063548,7.893917777,569.0888636,571.3349268,2074.578634,95.53217229,26.33634985,47.66424515,0.9765969979,0,0,15.34669669,2.149233895,1.368586249,
2024,9,,,,,NYOS2409,9.7,400,C13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,9,,,,,NYOS2409,9.7,400,C13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,9,,,,,NYOS2409,9.7,400,C13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,9,,,,,NYOS2409,9.7,400,C13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
